DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2000,1871,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2001,1644,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2002,1568,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2003,1405,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2004,1460,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2005,1384,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2006,1337,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2007,1298,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2008,1353,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2009,1321,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2010,1278,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2011,1125,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2012,1162,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2013,1169,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2014,1208,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2015,1210,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2016,1242,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2017,1346,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2018,1335,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,DK,2019,1203,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,1992,1647,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,1993,1626,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,1994,1694,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,1995,1798,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,1996,1775,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,1997,1689,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,1998,1449,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,1999,1402,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2000,1296,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2001,1030,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2002,1080,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2006,874,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2007,907,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2008,884,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2009,1002,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2010,914,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2011,915,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2012,911,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2013,954,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2014,947,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2015,880,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2016,904,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2017,806,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2018,1042,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25,NO,2019,643,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,1992,10755,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,1993,10275,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,1994,11291,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,1995,10983,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,1996,10501,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,1997,9674,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,1998,10191,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,1999,10436,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2000,11234,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2001,10524,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2002,10572,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2003,9871,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2004,10258,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2005,9752,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2006,9495,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2007,9354,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2008,9376,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2009,8422,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2010,7917,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2011,6809,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2012,6985,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2013,6954,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2014,7168,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2015,7555,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2016,8036,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2017,8415,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2018,8786,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,DK,2019,8448,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,1992,6566,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,1993,6455,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,1994,6741,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,1995,7817,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,1996,8341,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,1997,8380,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,1998,7603,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,1999,7220,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2000,7290,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2001,6100,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2002,6254,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2006,5163,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2007,5524,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2008,5609,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2009,5580,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2010,5522,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2011,5165,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2012,5441,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2013,5661,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2014,5579,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2015,5658,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2016,5677,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2017,5329,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2018,5432,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y25-29,NO,2019,4649,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,1992,2388,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,1993,2139,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,1994,2248,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,1995,2060,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,1996,2042,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,1997,1909,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,1998,2135,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,1999,2104,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2000,2105,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2001,1976,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2002,1955,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2003,1802,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2004,1824,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2005,1711,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2006,1696,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2007,1634,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2008,1719,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2009,1508,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2010,1496,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2011,1225,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2012,1294,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2013,1260,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2014,1371,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2015,1399,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2016,1547,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2017,1490,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2018,1667,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,DK,2019,1454,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,1992,1549,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,1993,1511,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,1994,1511,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,1995,1770,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,1996,1775,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,1997,1819,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,1998,1630,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,1999,1485,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2000,1545,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2001,1165,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2002,1241,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2006,948,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2007,1061,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2008,1070,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2009,1018,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2010,1054,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2011,1024,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2012,1038,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2013,1116,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2014,1042,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2015,1099,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2016,1133,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2017,983,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2018,1132,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y26,NO,2019,796,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,1992,2217,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,1993,2258,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,1994,2420,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,1995,2187,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,1996,2191,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,1997,2007,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,1998,2045,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,1999,2255,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2000,2400,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2001,2148,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2002,2295,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2003,2035,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2004,2010,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2005,1983,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2006,2013,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2007,2031,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2008,1917,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2009,1684,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2010,1565,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2011,1384,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2012,1398,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2013,1410,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2014,1525,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2015,1588,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2016,1680,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2017,1659,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2018,1809,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,DK,2019,1826,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,1992,1366,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,1993,1248,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,1994,1332,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,1995,1586,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,1996,1813,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,1997,1679,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,1998,1649,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,1999,1519,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2000,1484,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2001,1290,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2002,1287,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2006,1077,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2007,1166,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2008,1166,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2009,1144,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2010,1144,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2011,1038,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2012,1134,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2013,1159,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2014,1226,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2015,1249,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2016,1174,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2017,1143,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2018,1192,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y27,NO,2019,1003,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,1992,1926,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,1993,1856,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,1994,2244,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,1995,2179,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,1996,2161,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,1997,1979,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,1998,1991,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,1999,2101,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2000,2426,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2001,2231,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2002,2231,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2003,2151,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2004,2327,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2005,2123,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2006,2094,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2007,2008,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2008,2017,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2009,1813,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2010,1752,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2011,1467,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2012,1525,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2013,1476,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2014,1499,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2015,1601,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2016,1722,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2017,1928,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2018,1909,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,DK,2019,1885,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,1992,1073,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,1993,1098,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,1994,1215,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,1995,1442,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,1996,1584,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,1997,1626,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,1998,1455,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,1999,1449,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,2000,1525,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,2001,1299,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,2002,1310,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,2006,1118,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,2007,1168,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,2008,1263,
ESTAT:DEMO_NSINAGEC(1.0),06/05/21 11:00:00,A,NR,F,Y28,NO,2009,1194,
